origin_zone,dest_zone,road_type,speed_limit_kmh,num_lanes,is_one_way,distance_km,road_curvature,has_signal,is_construction,weather_condition,day_of_week,time_slot,is_weekend,is_holiday,day_type,congestion_multiplier
10,1,street,20.5,1,1,7.35,1.443,0,0,clear,Mon,midday,0,0,weekday,1.911
13,2,highway,110.7,5,1,11.05,1.239,0,0,clear,Wed,evening_peak,0,0,weekday,1.5171
20,14,main_road,56.2,4,0,6.88,1.556,1,0,cloudy,Sun,night,1,0,weekend,1.0069
11,23,main_road,79.1,2,0,15.59,1.656,0,0,clear,Wed,evening_peak,0,0,weekday,2.4477
21,13,highway,103.7,6,0,8.47,1.304,0,0,clear,Sat,night,1,0,weekend,0.6752
11,15,street,46.0,1,0,8.97,1.378,1,0,clear,Wed,midday,0,0,weekday,2.3059
2,18,highway,104.0,4,1,12.08,1.205,0,0,rain,Thu,evening_peak,0,0,weekday,1.9356
20,21,main_road,51.5,2,1,2.19,1.34,0,0,cloudy,Thu,morning_peak,0,0,weekday,2.6044
19,11,service_lane,25.4,2,1,1.36,1.377,0,0,clear,Wed,evening_peak,0,0,weekday,2.8949
1,18,street,34.5,2,0,5.0,1.623,1,0,cloudy,Mon,evening_peak,0,0,weekday,3.5
18,14,street,32.5,2,0,10.29,1.55,1,0,rain,Wed,midday,0,0,weekday,2.5204
4,3,main_road,76.4,4,0,11.22,1.568,1,0,heavy_rain,Thu,midday,0,0,weekday,2.7662
23,20,street,44.2,2,0,1.15,1.64,0,0,clear,Mon,night,0,0,weekday,1.407
14,7,main_road,55.1,4,1,8.22,1.117,1,0,clear,Mon,morning_peak,0,0,weekday,1.7551
12,8,highway,112.1,5,1,18.11,1.592,0,0,cloudy,Wed,evening_peak,0,0,weekday,1.3203
8,4,main_road,50.4,2,0,11.02,1.642,0,0,clear,Tue,midday,0,0,weekday,1.7515
22,3,main_road,79.1,4,0,16.83,1.733,1,0,clear,Tue,night,0,0,weekday,1.3101
14,6,street,22.9,1,0,9.0,1.142,1,0,clear,Mon,midday,0,0,weekday,2.1055
2,21,main_road,65.8,2,0,9.91,1.527,1,0,rain,Thu,evening_peak,0,0,weekday,3.5
11,23,main_road,76.8,2,0,8.33,1.028,1,0,fog,Sun,evening_peak,1,0,weekend,2.7623
12,13,main_road,47.2,3,0,8.11,1.472,0,0,rain,Tue,morning_peak,0,0,weekday,2.231
6,13,service_lane,34.1,1,0,4.62,1.291,0,0,rain,Tue,morning_peak,0,0,weekday,3.5
12,19,street,46.9,2,0,6.3,1.026,0,0,rain,Sat,midday,1,0,weekend,1.3583
5,7,street,40.3,2,0,6.73,1.599,0,0,clear,Thu,evening_peak,0,0,weekday,3.5
16,18,service_lane,31.9,2,1,5.53,1.209,0,0,clear,Mon,morning_peak,0,0,weekday,2.5145
12,11,main_road,63.0,2,0,8.14,1.185,1,1,heavy_rain,Sat,midday,1,0,weekend,3.0696
6,22,street,47.5,1,0,8.24,1.239,1,0,clear,Mon,midday,0,0,weekday,2.0091
14,17,main_road,59.8,2,1,13.1,1.354,1,0,rain,Wed,evening_peak,0,0,weekday,3.2149
8,2,service_lane,30.2,1,0,2.29,1.233,0,0,clear,Wed,night,0,0,weekday,1.4033
15,5,street,41.5,2,0,7.39,1.721,0,0,fog,Mon,evening_peak,0,0,weekday,3.5
9,13,street,30.6,1,0,8.45,1.291,1,0,clear,Wed,midday,0,0,weekday,1.8342
1,17,street,47.9,1,0,9.06,1.539,0,0,clear,Sun,night,1,0,weekend,1.2387
21,14,street,42.1,2,0,7.44,1.412,1,0,fog,Thu,midday,0,0,weekday,3.5
20,9,street,24.5,2,0,1.78,1.326,0,0,clear,Wed,midday,0,0,weekday,2.6557
21,11,main_road,50.4,2,0,11.58,1.611,0,0,fog,Sat,midday,1,0,weekend,3.2112
23,4,highway,106.9,4,1,18.66,1.588,0,0,clear,Wed,evening_peak,0,0,weekday,2.054
1,10,main_road,54.1,4,1,11.44,1.591,1,0,cloudy,Sat,evening_peak,1,0,weekend,3.5
11,9,main_road,72.0,3,0,6.45,1.115,1,1,clear,Fri,morning_peak,0,0,friday,2.8989
8,23,service_lane,31.2,2,1,8.6,1.28,0,0,clear,Sun,evening_peak,1,0,weekend,2.0677
10,12,main_road,46.1,2,0,18.54,1.31,1,0,cloudy,Mon,morning_peak,0,0,weekday,2.691
20,13,highway,92.9,6,1,6.65,1.559,0,0,clear,Sun,evening_peak,1,0,weekend,1.3811
6,16,street,36.6,2,0,19.02,1.013,0,0,clear,Sat,night,1,0,weekend,1.1032
3,9,street,32.8,1,0,9.64,1.419,1,1,cloudy,Sun,morning_peak,1,0,weekend,3.5
3,8,street,45.4,1,0,18.29,1.074,1,0,cloudy,Sat,morning_peak,1,0,weekend,2.5767
11,15,main_road,51.9,4,0,0.59,1.095,1,1,fog,Tue,midday,0,0,weekday,1.8468
10,9,main_road,75.9,2,0,12.14,1.538,1,0,clear,Wed,night,0,0,weekday,1.3767
6,12,street,39.5,1,1,1.1,1.739,1,0,clear,Fri,night,0,0,friday,1.0584
19,8,highway,91.0,5,1,5.54,1.666,1,0,clear,Fri,morning_peak,0,0,friday,2.4574
23,5,street,43.6,1,1,9.74,1.579,1,0,clear,Mon,midday,0,0,weekday,2.9932
3,10,main_road,56.5,4,0,0.23,1.593,1,0,clear,Wed,midday,0,0,weekday,1.902
8,18,highway,89.8,6,1,10.8,1.409,0,0,clear,Sat,morning_peak,1,0,weekend,1.2656
3,1,highway,88.4,4,0,1.46,1.15,1,0,rain,Sat,evening_peak,1,0,weekend,1.8454
18,7,highway,113.0,6,1,13.98,1.626,0,0,heavy_rain,Thu,evening_peak,0,0,weekday,2.6106
4,8,main_road,52.3,2,0,12.79,1.56,1,0,clear,Fri,midday,0,0,friday,2.302
2,20,main_road,60.3,3,0,16.5,1.356,1,0,cloudy,Tue,morning_peak,0,0,weekday,3.0851
9,4,street,48.8,1,1,4.64,1.272,1,0,clear,Mon,midday,0,0,weekday,2.4407
19,10,highway,105.5,6,0,16.82,1.76,0,0,clear,Wed,evening_peak,0,0,weekday,1.2802
6,7,main_road,49.5,2,0,9.16,1.465,1,0,clear,Sat,evening_peak,1,0,weekend,3.3919
23,8,main_road,58.0,3,1,3.58,1.485,1,0,clear,Sat,midday,1,0,weekend,2.1326
10,2,street,31.7,1,0,9.09,1.066,1,0,heavy_rain,Thu,night,0,0,weekday,1.3666
5,6,main_road,68.9,4,0,7.15,1.681,0,0,clear,Wed,evening_peak,0,0,weekday,3.1665
14,3,highway,92.0,6,1,15.19,1.583,0,0,fog,Sat,evening_peak,1,0,weekend,1.7779
7,18,main_road,66.8,2,0,8.58,1.758,0,0,clear,Wed,night,0,0,weekday,0.8539
17,7,street,45.7,1,0,9.8,1.53,1,0,cloudy,Sat,morning_peak,1,0,weekend,2.3474
1,8,street,46.9,1,0,12.43,1.668,1,0,clear,Wed,night,0,0,weekday,1.3774
11,13,service_lane,23.7,2,1,17.31,1.548,0,1,clear,Sun,midday,1,0,weekend,2.4699
17,22,street,21.2,1,0,7.27,1.703,0,0,cloudy,Fri,midday,0,0,friday,2.4175
3,18,main_road,66.3,4,0,2.49,1.295,1,0,rain,Mon,midday,0,0,weekday,2.1524
4,5,main_road,60.9,4,0,4.53,1.096,1,0,fog,Wed,night,0,1,weekday,0.9212
19,5,main_road,68.2,2,0,0.83,1.488,0,0,clear,Tue,evening_peak,0,0,weekday,2.5862
16,3,main_road,77.0,2,0,5.99,1.414,1,0,clear,Sun,midday,1,0,weekend,1.5341
6,9,main_road,76.5,3,1,9.44,1.394,1,0,fog,Thu,night,0,0,weekday,1.6505
12,14,highway,95.6,6,1,15.4,1.763,0,0,cloudy,Thu,evening_peak,0,0,weekday,1.7608
6,23,main_road,40.4,2,0,12.94,1.563,0,0,clear,Fri,night,0,0,friday,1.0033
9,12,street,37.7,2,1,1.56,1.542,1,0,fog,Tue,midday,0,0,weekday,2.8648
5,15,main_road,42.9,2,0,2.68,1.603,0,0,clear,Tue,night,0,0,weekday,0.9136
6,4,main_road,74.9,4,0,17.62,1.393,1,1,clear,Sat,morning_peak,1,0,weekend,3.5
12,11,service_lane,30.4,1,0,14.19,1.305,0,0,clear,Fri,evening_peak,0,0,friday,3.5
22,21,street,46.0,1,0,7.14,1.377,1,0,clear,Fri,midday,0,0,friday,3.3023
23,17,street,25.4,2,0,7.45,1.661,1,0,clear,Thu,night,0,0,weekday,1.8093
17,8,main_road,78.4,2,0,6.22,1.322,1,0,cloudy,Thu,midday,0,0,weekday,1.4797
20,12,street,20.2,2,1,17.88,1.466,1,0,clear,Tue,midday,0,0,weekday,1.993
1,5,street,21.7,1,0,10.3,1.708,1,0,clear,Sat,midday,1,0,weekend,3.4294
12,21,main_road,70.5,3,0,8.09,1.148,1,0,rain,Mon,evening_peak,0,0,weekday,3.459
7,20,main_road,52.2,4,0,8.33,1.489,1,0,clear,Wed,evening_peak,0,0,weekday,2.8424
10,23,service_lane,23.4,1,0,4.87,1.374,0,0,rain,Mon,midday,0,0,weekday,3.5
6,14,main_road,63.1,4,0,17.1,1.644,0,0,clear,Wed,night,0,0,weekday,0.8289
4,5,highway,108.9,4,0,5.71,1.322,1,0,clear,Sun,evening_peak,1,0,weekend,1.5893
3,2,street,42.4,1,0,10.83,1.361,1,0,clear,Fri,morning_peak,0,0,friday,3.008
6,19,street,26.4,1,0,13.04,1.436,0,0,clear,Wed,morning_peak,0,0,weekday,3.1087
11,6,main_road,62.0,3,0,19.28,1.752,1,0,cloudy,Sat,evening_peak,1,0,weekend,2.8249
15,2,highway,111.1,5,1,19.48,1.43,0,0,rain,Thu,morning_peak,0,0,weekday,1.4888
22,13,main_road,52.7,2,0,7.63,1.247,1,0,clear,Thu,evening_peak,0,0,weekday,3.0529
20,12,main_road,69.7,3,0,17.74,1.03,1,0,clear,Sun,morning_peak,1,0,weekend,1.9606
10,15,service_lane,39.8,2,0,0.52,1.776,0,0,heavy_rain,Tue,night,0,0,weekday,1.6528
13,6,street,23.5,1,0,7.93,1.213,1,0,clear,Fri,evening_peak,0,0,friday,3.5
8,23,street,44.5,2,0,2.38,1.06,0,0,clear,Tue,evening_peak,0,0,weekday,2.5092
2,12,main_road,74.9,2,0,15.33,1.403,0,0,clear,Tue,morning_peak,0,0,weekday,2.4191
3,16,main_road,74.7,3,0,0.76,1.221,1,0,rain,Fri,night,0,0,friday,1.5272
22,17,street,39.8,2,0,6.79,1.285,1,0,rain,Fri,night,0,1,friday,1.0692
1,9,main_road,72.6,4,0,1.18,1.316,0,0,cloudy,Thu,morning_peak,0,0,weekday,2.595
10,6,street,30.9,2,0,19.19,1.512,0,0,cloudy,Fri,morning_peak,0,0,friday,3.5
8,1,highway,107.4,4,0,4.26,1.63,0,0,cloudy,Tue,night,0,0,weekday,0.9299
15,16,highway,87.9,4,1,2.07,1.342,0,0,rain,Wed,evening_peak,0,0,weekday,1.4126
20,4,main_road,71.9,2,0,10.46,1.158,0,0,fog,Thu,morning_peak,0,0,weekday,3.2167
21,19,service_lane,29.3,1,1,11.89,1.746,0,0,cloudy,Thu,night,0,0,weekday,1.5648
19,23,street,21.4,2,0,3.76,1.476,0,0,clear,Thu,morning_peak,0,0,weekday,3.5
4,21,service_lane,27.2,2,1,13.06,1.179,0,0,cloudy,Mon,midday,0,0,weekday,2.118
4,17,street,43.0,2,1,14.37,1.028,1,0,clear,Tue,morning_peak,0,0,weekday,2.8896
20,15,main_road,72.2,4,0,17.48,1.209,1,0,cloudy,Fri,morning_peak,0,0,friday,3.4481
1,19,highway,103.0,4,1,4.2,1.065,0,0,clear,Tue,evening_peak,0,0,weekday,2.3431
6,19,street,49.6,2,0,15.1,1.299,1,0,fog,Wed,morning_peak,0,0,weekday,3.5
4,21,main_road,77.9,2,0,14.24,1.104,0,0,clear,Mon,night,0,0,weekday,0.9249
2,6,street,35.7,1,0,15.23,1.63,1,0,clear,Thu,night,0,0,weekday,1.2691
12,1,main_road,43.2,3,0,4.28,1.593,1,0,cloudy,Thu,evening_peak,0,0,weekday,3.2598
12,6,highway,97.6,5,0,17.09,1.387,0,0,rain,Tue,evening_peak,0,0,weekday,1.6973
19,8,main_road,50.3,3,1,8.13,1.466,1,0,clear,Sat,midday,1,0,weekend,1.8072
21,1,main_road,66.5,4,0,4.61,1.593,1,0,cloudy,Wed,night,0,0,weekday,1.3411
3,16,service_lane,32.3,2,1,15.83,1.199,0,0,clear,Mon,morning_peak,0,0,weekday,2.1498
20,12,service_lane,21.7,2,1,15.01,1.236,0,0,clear,Sun,midday,1,0,weekend,1.5491
9,13,main_road,73.9,4,0,6.43,1.086,1,0,fog,Thu,night,0,0,weekday,1.1529
9,6,main_road,40.1,4,0,17.46,1.718,1,0,rain,Wed,midday,0,0,weekday,3.068
10,6,main_road,77.1,3,0,17.52,1.782,1,0,fog,Tue,midday,0,0,weekday,2.3326
6,12,main_road,44.7,2,0,3.47,1.31,0,0,clear,Sun,midday,1,0,weekend,1.6935
9,19,street,39.4,1,1,19.04,1.762,1,0,rain,Sat,midday,1,0,weekend,2.447
7,22,street,28.8,1,0,2.12,1.052,1,0,rain,Thu,midday,0,0,weekday,2.9764
18,6,street,41.2,1,1,5.07,1.517,1,0,cloudy,Fri,morning_peak,0,0,friday,2.6466
2,14,highway,114.4,6,0,11.34,1.24,0,0,cloudy,Tue,night,0,0,weekday,0.55
2,5,street,39.1,2,0,8.19,1.461,1,0,clear,Wed,midday,0,1,weekday,2.0583
1,18,street,42.2,1,0,17.31,1.376,1,0,cloudy,Sun,morning_peak,1,0,weekend,3.5
12,10,main_road,47.8,4,0,13.62,1.496,1,0,fog,Wed,evening_peak,0,0,weekday,3.5
21,19,highway,113.2,5,0,3.49,1.798,0,0,clear,Fri,morning_peak,0,0,friday,2.6968
6,7,street,38.4,2,1,8.17,1.492,1,0,rain,Thu,night,0,0,weekday,1.7312
17,18,main_road,44.2,3,0,12.01,1.376,1,0,rain,Fri,midday,0,0,friday,2.5336
23,14,main_road,58.6,2,0,15.97,1.641,1,0,clear,Thu,morning_peak,0,0,weekday,3.5
11,12,street,39.2,1,0,7.22,1.238,1,1,cloudy,Wed,night,0,0,weekday,1.5143
4,17,main_road,57.8,4,0,12.9,1.188,0,0,rain,Thu,night,0,0,weekday,0.787
6,5,highway,111.6,5,1,10.57,1.754,0,0,clear,Sun,midday,1,0,weekend,1.437
20,17,street,26.9,2,1,0.59,1.641,1,0,heavy_rain,Tue,evening_peak,0,0,weekday,3.5
13,17,main_road,42.7,3,0,17.92,1.396,0,0,clear,Sat,morning_peak,1,0,weekend,1.9207
16,18,highway,105.1,4,1,13.11,1.745,1,0,clear,Tue,evening_peak,0,0,weekday,1.6551
11,8,main_road,69.3,2,0,4.95,1.426,1,0,clear,Mon,midday,0,0,weekday,1.9562
7,10,service_lane,36.0,1,1,6.98,1.782,0,0,clear,Sun,morning_peak,1,0,weekend,2.9664
7,14,main_road,55.8,4,0,3.86,1.46,0,0,cloudy,Thu,night,0,0,weekday,1.0399
20,12,street,41.7,1,1,10.79,1.608,0,0,clear,Wed,morning_peak,0,0,weekday,3.0216
19,15,street,23.0,1,1,4.98,1.427,1,0,heavy_rain,Tue,night,0,0,weekday,1.9561
1,21,highway,80.6,6,1,11.92,1.589,1,0,clear,Wed,night,0,0,weekday,1.0401
18,13,highway,81.0,4,0,9.28,1.43,0,0,clear,Sun,midday,1,0,weekend,0.8031
10,12,main_road,40.8,2,0,12.56,1.595,0,0,heavy_rain,Tue,morning_peak,0,0,weekday,2.6406
11,4,main_road,71.0,2,0,6.29,1.308,1,1,fog,Sun,morning_peak,1,0,weekend,3.5
11,15,street,23.4,2,0,18.47,1.613,1,0,clear,Wed,midday,0,0,weekday,1.4157
6,7,street,36.0,2,0,9.46,1.313,1,0,clear,Sun,midday,1,0,weekend,2.4057
18,21,service_lane,38.8,2,1,3.61,1.613,1,0,rain,Wed,midday,0,0,weekday,2.7851
13,22,main_road,55.8,3,0,11.85,1.058,1,0,clear,Tue,night,0,0,weekday,0.9571
15,3,highway,118.5,6,0,17.98,1.366,1,1,fog,Thu,midday,0,0,weekday,1.5967
17,8,street,40.9,1,0,7.8,1.757,1,0,rain,Wed,night,0,0,weekday,1.5701
7,9,main_road,77.7,3,0,8.84,1.175,1,0,clear,Sun,evening_peak,1,0,weekend,2.4579
7,2,service_lane,34.2,1,0,12.47,1.244,0,1,fog,Sun,morning_peak,1,0,weekend,3.5
10,4,highway,89.6,5,1,12.26,1.69,0,0,clear,Wed,evening_peak,0,0,weekday,2.898
4,2,main_road,63.2,2,1,2.94,1.501,1,0,clear,Thu,night,0,0,weekday,1.0238
8,23,main_road,65.8,4,0,7.22,1.341,0,0,fog,Fri,morning_peak,0,0,friday,3.5
18,16,main_road,53.8,2,0,3.07,1.286,1,0,clear,Tue,night,0,0,weekday,0.7561
7,12,street,32.7,2,0,2.44,1.237,1,0,cloudy,Wed,morning_peak,0,0,weekday,2.5996
3,9,highway,110.6,5,0,17.31,1.512,0,0,clear,Wed,night,0,0,weekday,0.7751
3,4,street,22.7,2,0,11.78,1.515,1,0,clear,Sun,night,1,0,weekend,1.3687
10,5,main_road,42.4,4,0,4.51,1.796,1,0,fog,Tue,evening_peak,0,0,weekday,3.5
4,10,street,20.1,2,1,5.8,1.549,0,0,clear,Wed,morning_peak,0,1,weekday,2.7028
20,15,street,49.5,1,0,6.43,1.064,0,0,fog,Sun,evening_peak,1,0,weekend,3.5
4,23,street,42.2,1,0,1.11,1.687,1,0,cloudy,Wed,night,0,0,weekday,1.5113
1,8,service_lane,32.1,1,1,6.12,1.615,0,0,clear,Wed,morning_peak,0,0,weekday,3.5
19,18,street,48.4,2,0,18.92,1.675,1,0,clear,Fri,night,0,0,friday,1.5501
19,16,main_road,73.3,3,0,15.77,1.015,1,1,clear,Fri,morning_peak,0,0,friday,2.9612
15,7,main_road,78.2,3,1,14.25,1.379,1,0,clear,Sat,night,1,1,weekend,0.55
19,15,street,22.1,1,0,6.9,1.57,1,1,cloudy,Thu,night,0,0,weekday,1.5477
15,22,street,40.1,1,1,1.09,1.42,0,0,cloudy,Mon,midday,0,0,weekday,2.259
3,16,street,48.1,1,0,5.05,1.269,1,0,cloudy,Sun,morning_peak,1,0,weekend,2.1293
7,12,main_road,50.9,2,0,16.13,1.532,1,0,clear,Sun,midday,1,0,weekend,1.6629
15,4,service_lane,22.9,1,0,19.61,1.269,1,0,clear,Thu,midday,0,0,weekday,2.0977
23,8,street,39.9,2,1,19.84,1.313,1,0,clear,Tue,night,0,0,weekday,1.2483
3,20,service_lane,28.5,1,1,10.18,1.174,0,0,clear,Sun,morning_peak,1,0,weekend,2.4156
21,1,main_road,47.7,3,0,6.33,1.542,1,1,heavy_rain,Tue,midday,0,0,weekday,3.5
2,16,main_road,43.7,3,0,17.54,1.183,0,0,heavy_rain,Mon,evening_peak,0,0,weekday,3.5
8,17,street,44.7,2,0,15.2,1.148,1,0,fog,Sun,evening_peak,1,0,weekend,3.3206
5,20,street,25.7,1,1,19.4,1.749,1,1,rain,Fri,night,0,0,friday,2.1946
6,9,street,25.0,1,0,5.14,1.022,0,0,clear,Wed,evening_peak,0,0,weekday,2.9071
18,2,street,36.2,2,0,19.32,1.48,1,0,clear,Fri,night,0,0,friday,1.2937
20,3,main_road,59.4,3,1,13.2,1.345,1,1,clear,Tue,morning_peak,0,0,weekday,3.5
19,21,highway,116.5,4,0,3.4,1.578,0,0,cloudy,Fri,evening_peak,0,0,friday,3.3478
10,8,main_road,65.0,2,0,13.55,1.542,0,0,clear,Fri,evening_peak,0,0,friday,3.5
20,19,main_road,53.8,4,0,19.06,1.242,0,0,rain,Mon,night,0,0,weekday,1.2749
17,14,highway,103.0,6,1,0.36,1.475,0,0,rain,Tue,morning_peak,0,0,weekday,1.5193
2,17,highway,105.6,4,1,7.75,1.281,1,0,rain,Sat,evening_peak,1,0,weekend,2.0783
1,4,street,39.9,2,0,9.03,1.772,0,0,cloudy,Sun,morning_peak,1,0,weekend,3.5
18,20,street,45.8,1,0,17.0,1.216,1,0,clear,Thu,morning_peak,0,0,weekday,2.6701
20,8,highway,85.9,6,0,9.71,1.473,0,0,cloudy,Sat,morning_peak,1,0,weekend,1.4913
12,8,main_road,76.0,2,0,8.47,1.221,1,0,clear,Fri,morning_peak,0,0,friday,2.2797
14,7,main_road,50.2,3,0,15.43,1.461,0,0,fog,Mon,midday,0,0,weekday,2.1128
10,2,service_lane,29.9,1,1,0.58,1.504,1,0,clear,Tue,morning_peak,0,0,weekday,3.367
21,2,street,45.0,1,0,5.58,1.198,1,0,heavy_rain,Tue,morning_peak,0,0,weekday,3.5
7,23,street,24.7,1,0,5.95,1.163,0,0,clear,Fri,midday,0,0,friday,1.9619
4,7,service_lane,38.9,1,1,6.51,1.335,0,0,clear,Tue,evening_peak,0,0,weekday,3.5
13,22,street,36.1,1,0,19.57,1.401,0,0,clear,Tue,evening_peak,0,0,weekday,3.5
11,8,street,29.4,2,0,7.19,1.088,1,0,rain,Tue,morning_peak,0,1,weekday,3.0515
21,20,highway,112.6,4,1,19.6,1.168,0,0,cloudy,Tue,evening_peak,0,0,weekday,2.5015
17,4,street,22.2,1,0,8.05,1.703,0,0,rain,Thu,night,0,0,weekday,1.4945
3,22,street,45.7,1,1,12.25,1.738,1,0,fog,Wed,midday,0,0,weekday,3.4245
18,9,street,21.0,2,0,16.49,1.23,1,0,cloudy,Mon,midday,0,0,weekday,2.4872
9,12,street,42.9,2,0,11.15,1.157,1,0,clear,Mon,evening_peak,0,0,weekday,3.4265
1,16,street,32.1,2,0,6.05,1.399,1,0,cloudy,Sun,evening_peak,1,0,weekend,3.5
12,16,main_road,61.4,3,0,11.22,1.687,1,0,clear,Tue,morning_peak,0,0,weekday,2.5697
15,19,highway,107.5,6,1,11.09,1.748,1,1,fog,Thu,evening_peak,0,0,weekday,1.8492
14,4,main_road,73.5,2,0,17.13,1.732,0,0,clear,Thu,evening_peak,0,0,weekday,2.591
20,10,highway,94.2,5,0,7.64,1.084,0,0,clear,Sat,midday,1,0,weekend,1.2501
7,10,main_road,63.4,2,1,0.41,1.77,1,0,cloudy,Fri,night,0,0,friday,1.0331
23,19,service_lane,37.8,1,0,10.22,1.614,0,0,cloudy,Mon,morning_peak,0,0,weekday,3.5
5,1,service_lane,33.3,2,0,14.09,1.572,0,0,clear,Thu,night,0,1,weekday,0.7471
12,8,main_road,71.1,4,1,4.53,1.046,1,0,clear,Thu,midday,0,0,weekday,1.4994
6,11,street,25.6,1,0,17.0,1.526,1,1,clear,Mon,midday,0,0,weekday,3.5
21,20,highway,98.9,5,0,15.55,1.495,0,0,cloudy,Thu,midday,0,0,weekday,1.494
7,20,main_road,44.2,3,0,18.94,1.533,0,0,fog,Sat,morning_peak,1,0,weekend,2.6159
10,4,street,22.1,2,0,7.83,1.635,1,0,clear,Sun,evening_peak,1,0,weekend,3.5
17,11,service_lane,32.7,2,0,10.9,1.672,0,0,clear,Wed,morning_peak,0,0,weekday,3.1093
15,11,service_lane,36.2,1,1,17.7,1.032,1,0,cloudy,Wed,midday,0,0,weekday,1.9181
22,2,street,21.1,2,1,2.56,1.52,1,1,cloudy,Sat,night,1,1,weekend,1.3948
3,10,highway,113.2,6,1,2.03,1.23,0,0,cloudy,Wed,midday,0,0,weekday,1.0694
13,2,street,46.8,2,0,19.37,1.126,1,0,clear,Wed,night,0,0,weekday,0.941
12,5,main_road,69.5,3,1,2.59,1.584,0,0,clear,Thu,evening_peak,0,0,weekday,2.1052
9,21,highway,91.2,6,1,17.81,1.328,0,0,clear,Sat,morning_peak,1,0,weekend,1.8415
4,19,highway,117.6,4,0,0.88,1.13,0,0,clear,Tue,morning_peak,0,0,weekday,2.0097
6,22,street,49.6,1,0,9.09,1.227,1,0,clear,Mon,morning_peak,0,0,weekday,3.5
7,22,street,23.1,1,0,17.71,1.614,1,0,clear,Fri,midday,0,0,friday,3.0295
8,19,highway,108.4,4,1,13.2,1.2,0,1,clear,Sun,evening_peak,1,0,weekend,1.5142
10,11,highway,117.3,5,1,3.15,1.591,0,0,rain,Thu,night,0,0,weekday,0.8774
7,12,main_road,46.0,2,1,14.9,1.742,1,1,clear,Thu,morning_peak,0,0,weekday,3.5
18,3,main_road,76.0,4,0,0.34,1.749,0,0,clear,Sat,evening_peak,1,0,weekend,1.6188
22,23,highway,91.2,4,1,8.4,1.477,0,0,clear,Sat,morning_peak,1,0,weekend,1.2339
22,6,main_road,73.7,2,1,19.99,1.06,1,0,rain,Wed,midday,0,0,weekday,2.2581
23,13,main_road,64.0,4,1,4.97,1.349,1,1,cloudy,Sun,evening_peak,1,0,weekend,3.5
23,22,main_road,73.7,2,0,9.39,1.661,1,0,clear,Sat,midday,1,0,weekend,1.9994
7,23,main_road,52.7,2,0,1.44,1.401,1,0,clear,Tue,midday,0,0,weekday,1.9912
9,23,street,32.4,2,1,15.81,1.224,0,0,clear,Tue,evening_peak,0,0,weekday,3.4741
16,1,street,39.0,2,0,7.49,1.432,1,0,clear,Thu,night,0,0,weekday,1.2525
12,5,main_road,65.2,4,0,18.55,1.159,1,0,fog,Sat,night,1,1,weekend,1.0472
22,20,main_road,67.4,4,1,4.19,1.092,1,0,clear,Fri,evening_peak,0,0,friday,3.5
11,23,highway,110.4,6,1,19.41,1.759,0,0,clear,Sat,evening_peak,1,0,weekend,0.9985
4,18,highway,88.0,5,0,4.23,1.437,0,0,clear,Thu,evening_peak,0,0,weekday,2.7352
18,22,highway,115.0,5,1,7.74,1.316,0,0,clear,Wed,midday,0,0,weekday,0.7391
14,21,main_road,46.6,3,0,11.46,1.218,1,0,heavy_rain,Fri,midday,0,0,friday,3.0079
3,17,street,38.9,1,0,5.96,1.329,1,0,clear,Sun,midday,1,0,weekend,2.7489
11,21,street,33.1,1,0,1.14,1.176,0,0,fog,Thu,morning_peak,0,0,weekday,2.459
1,6,main_road,56.3,3,0,6.44,1.114,0,0,clear,Sat,morning_peak,1,0,weekend,2.1854
22,10,main_road,64.3,3,0,13.96,1.538,0,0,clear,Fri,midday,0,0,friday,1.594
23,9,street,26.9,1,1,13.15,1.768,1,0,clear,Tue,evening_peak,0,0,weekday,3.5
6,20,highway,103.1,4,0,7.61,1.637,1,0,clear,Fri,evening_peak,0,0,friday,3.5
19,14,service_lane,25.5,2,1,16.35,1.74,0,0,heavy_rain,Sun,morning_peak,1,0,weekend,3.5
19,3,main_road,64.7,3,0,13.26,1.769,0,0,clear,Mon,evening_peak,0,0,weekday,2.7554
3,21,street,26.3,1,1,17.3,1.663,0,0,cloudy,Mon,evening_peak,0,0,weekday,3.5
1,19,service_lane,23.9,1,1,17.28,1.321,0,0,clear,Mon,midday,0,0,weekday,2.7566
22,15,main_road,59.8,4,1,3.1,1.649,1,0,cloudy,Wed,night,0,0,weekday,0.9241
11,22,street,26.1,2,0,14.8,1.598,1,1,clear,Mon,morning_peak,0,0,weekday,3.2434
23,18,main_road,68.7,4,0,17.95,1.38,0,0,clear,Mon,morning_peak,0,0,weekday,2.3657
13,15,main_road,73.0,2,1,0.69,1.006,1,0,clear,Thu,morning_peak,0,0,weekday,2.3072
23,21,main_road,47.4,2,1,17.64,1.077,1,1,cloudy,Tue,night,0,0,weekday,1.8563
5,9,street,35.5,1,0,6.34,1.48,1,0,clear,Tue,morning_peak,0,0,weekday,2.2517
21,12,street,33.9,1,0,13.78,1.715,1,0,rain,Sat,midday,1,0,weekend,3.5
6,7,street,40.3,2,0,19.03,1.716,1,1,fog,Fri,night,0,0,friday,3.5
2,23,main_road,40.8,2,0,8.23,1.026,1,0,cloudy,Wed,night,0,0,weekday,0.9221
12,3,street,36.8,2,1,14.11,1.442,0,0,rain,Wed,morning_peak,0,0,weekday,3.2308
